molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,NumRings,MolSurfaceArea,pIC50
CHEMBL1090212,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3sc(-c4ccc(Cl)cc4)nc3C)c2)cc1,Full Inhibitor,537.0370000000004,6.744940000000006,1.0,6.0,4.0,88.96000000000001,5.391794992295674
CHEMBL1091664,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)sc3C)c2)cc1,Full Inhibitor,537.0370000000003,6.744940000000006,1.0,6.0,4.0,88.96000000000001,5.473402265061065
CHEMBL1091980,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccccc4Cl)oc3C)c2)cc1,Full Inhibitor,520.9690000000003,6.276440000000005,1.0,6.0,4.0,102.10000000000001,5.983384452442823
CHEMBL1092931,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4cccc(Cl)c4)oc3C)c2)cc1,Full Inhibitor,520.9690000000003,6.276440000000005,1.0,6.0,4.0,102.10000000000001,6.4156687756324695
CHEMBL1089164,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(F)cc4)oc3C)c2)cc1,Full Inhibitor,504.5140000000003,5.762140000000005,1.0,6.0,4.0,102.10000000000001,5.638272126217672
CHEMBL1090187,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)(C)C)cc4)oc3C)c2)cc1,Full Inhibitor,542.6320000000004,6.920540000000007,1.0,6.0,4.0,102.10000000000001,6.316052869248487
CHEMBL1089969,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)c2)cc1,Full Inhibitor,562.6220000000003,7.2900400000000065,1.0,6.0,5.0,102.10000000000001,5.701583619938706
CHEMBL1089970,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(N5CCOCC5)cc4)oc3C)c2)cc1,Full Inhibitor,571.6300000000005,5.459640000000006,1.0,8.0,5.0,114.57000000000001,5.92299567320665
CHEMBL1090188,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C#N)cc4)oc3C)c2)cc1,Full Inhibitor,511.53400000000033,5.494720000000005,1.0,7.0,4.0,125.89,5.139242852980496
CHEMBL1090189,COc1ccc(-c2nc(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)c(C)o2)cc1,Full Inhibitor,516.5500000000003,5.631640000000005,1.0,7.0,4.0,111.33000000000001,6.0589857562944305
CHEMBL1090877,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C)cc4)oc3C)c2)cc1,Full Inhibitor,500.55100000000033,5.931460000000006,1.0,6.0,4.0,102.10000000000001,5.866141842886712
CHEMBL1090878,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)C)cc4)oc3C)c2)cc1,Full Inhibitor,528.6050000000004,6.746440000000007,1.0,6.0,4.0,102.10000000000001,6.303643611266668
CHEMBL1091218,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1,Full Inhibitor,554.5210000000003,6.6418400000000055,1.0,6.0,4.0,102.10000000000001,5.562725170854804
CHEMBL1092235,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCCC2)c1,Full Inhibitor,512.9900000000005,6.238320000000007,1.0,6.0,4.0,102.10000000000001,5.346980548900387
CHEMBL1092236,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCC2)c1,Full Inhibitor,498.96300000000036,5.848220000000007,1.0,6.0,4.0,102.10000000000001,5.024844021593311
CHEMBL1092237,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCC2)c1,Full Inhibitor,484.9360000000003,5.458120000000006,1.0,6.0,4.0,102.10000000000001,5.276298106008732
CHEMBL1091196,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OCC2CC2)c1,Full Inhibitor,484.9360000000003,5.315620000000006,1.0,6.0,4.0,102.10000000000001,5.272784146535701
CHEMBL1089500,CCCOC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Partial Inhibitor,472.9250000000002,5.3156200000000045,1.0,6.0,3.0,102.10000000000001,4.986741334716483
CHEMBL1089501,COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Partial Inhibitor,444.8710000000001,4.535420000000004,1.0,6.0,3.0,102.10000000000001,4.823908711991354
CHEMBL1093405,O=C(O)CCN1C(=O)/C(=C\c2ccc(Cl)cc2Cl)SC1=S,Full Inhibitor,362.25900000000007,3.6693000000000016,1.0,4.0,2.0,57.61,6.057495869043422
CHEMBL1090443,Cc1ccc(COc2ccccc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,Full Inhibitor,413.5200000000002,4.249920000000003,1.0,5.0,3.0,66.84,5.879755204453635
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,357.435,2.490900000000001,1.0,6.0,3.0,71.53,6.573488706104004
CHEMBL1629930,O=C(Oc1ccc([N+](=O)[O-])cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,Full Inhibitor,385.3790000000001,4.666700000000003,0.0,6.0,4.0,87.26,6.011887137414358
CHEMBL378160,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,Full Inhibitor,417.4620000000001,4.679800000000002,1.0,5.0,4.0,63.99,6.29073003902417
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,356.44700000000006,3.159600000000001,1.0,5.0,3.0,68.28999999999999,6.068033885271827
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,357.435,2.490900000000001,1.0,6.0,3.0,71.53,6.701146879942609
CHEMBL1783031,CCCc1cc(OC2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,483.63000000000017,6.222600000000006,1.0,6.0,4.0,73.86000000000001,7.431798275933005
CHEMBL25710,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,Full Inhibitor,450.9840000000002,5.779100000000005,2.0,5.0,2.0,83.83,6.522878745280337
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Inhibitor,477.58200000000016,6.303400000000005,1.0,6.0,4.0,73.86000000000001,7.244125113850704
CHEMBL1783032,CCCc1cc(OC2CCCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,497.6570000000002,6.612700000000007,1.0,6.0,4.0,73.86000000000001,7.070581074285707
CHEMBL1783033,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N\O)c1O,Full Inhibitor,465.9990000000002,5.7747000000000055,3.0,6.0,2.0,99.35000000000001,7.318758762624412
CHEMBL1783034,O=C1NC(=O)[C@H](c2cccc(OCCCOc3ccc(Oc4ccccc4)cc3)c2)S1,Full Inhibitor,435.50100000000003,5.350900000000004,1.0,6.0,4.0,73.86000000000001,7.119186379147204
CHEMBL1783035,CCCc1cc(OC2CCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,469.6030000000001,5.832500000000006,1.0,6.0,4.0,73.86000000000001,7.200659450546418
CHEMBL279053,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,Full Inhibitor,447.9840000000002,6.184400000000005,1.0,5.0,3.0,72.56,6.95860727536046
CHEMBL1783036,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,491.6090000000002,6.693500000000006,1.0,6.0,4.0,73.86000000000001,6.709965366365971
CHEMBL331071,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Inhibitor,489.59300000000025,5.742100000000005,1.0,6.0,4.0,81.69999999999999,7.721246376189567
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,487.92700000000013,6.640800000000004,1.0,5.0,3.0,72.56,6.853871964321762
CHEMBL1783037,CCCc1cc(Oc2ccc(C(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,519.6630000000004,7.426800000000006,1.0,6.0,4.0,73.86000000000001,6.769551078621726
CHEMBL1782067,CCCc1cc(C(=O)c2ccc(Cl)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,524.0380000000004,6.395500000000006,1.0,6.0,4.0,81.69999999999999,6.8416374777454125
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Full Inhibitor,446.9960000000002,6.789400000000005,1.0,4.0,3.0,59.67,6.251811972993799
CHEMBL1783038,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,533.6900000000003,7.600900000000007,1.0,6.0,4.0,73.86000000000001,6.474955192963154
CHEMBL1783039,CCCc1cc(-c2noc3ccccc23)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,502.5920000000003,6.3193000000000055,1.0,7.0,5.0,90.66,7.522878730803855
CHEMBL278994,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,Full Inhibitor,495.0400000000002,7.894000000000006,1.0,4.0,4.0,59.67,7.0268721279196855
CHEMBL1783040,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,533.6900000000003,7.501900000000008,1.0,6.0,4.0,73.86000000000001,6.536107011014093
CHEMBL1783041,CCCc1cc(C(=O)C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,495.6410000000002,6.274100000000006,1.0,6.0,4.0,81.69999999999999,7.33724213055369
CHEMBL121106,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,357.435,2.490900000000001,1.0,6.0,3.0,71.53,6.677780684585391
CHEMBL1783042,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,479.64200000000017,6.858600000000007,1.0,5.0,4.0,64.63,6.823908740944319
CHEMBL1783043,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,553.6800000000003,7.970400000000007,1.0,6.0,5.0,73.86000000000001,6.645891541636029
CHEMBL1783044,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc([C@H]2SC(=O)NC2=O)cc1,Full Inhibitor,495.5720000000003,6.442500000000005,1.0,6.0,4.0,73.86000000000001,6.133712660915805
CHEMBL1783045,CCCc1cc(CC2CCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,481.6580000000002,6.633900000000007,1.0,5.0,4.0,64.63,7.229147958914163
