molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL4435145,Cc1cc2c(s1)c(-c1ccc(C(=O)O)cc1)nn2C(=O)c1c(Cl)cccc1Cl,Partial Inhibitor,14.7
CHEMBL3598140,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,Full Inhibitor,7.2
CHEMBL4518713,Cc1onc(-c2c(Cl)cccc2C(F)(F)F)c1C(=O)Nc1ccc(C(=O)O)cc1,Partial Inhibitor,50.0
CHEMBL4444484,O=C(O)c1ccc(NC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4435027,O=C(O)c1c(-c2c(Cl)cccc2C(F)(F)F)noc1-c1ccccc1,Partial Inhibitor,50.0
CHEMBL4466846,CC(C)(C)OC(=O)c1ccc(NC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4574983,O=C(O)Cc1ccc(NC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4452409,O=C(O)c1cccc(NC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)c1,Partial Inhibitor,50.0
CHEMBL4436630,O=C(O)c1ccc(NC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1F,Partial Inhibitor,50.0
CHEMBL4452679,O=C(O)c1ccc(CNC(=O)c2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4550831,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,78.6
CHEMBL4457177,O=C(O)c1ccc(C(=O)Nc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4587804,O=C(O)c1ccc(CNc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4437814,O=C(O)c1ccc(S(=O)(=O)Nc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,Partial Inhibitor,50.0
CHEMBL4469931,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccco2)cc1,Partial Inhibitor,100.0
CHEMBL4438380,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2cccs2)cc1,Partial Inhibitor,100.0
CHEMBL4522217,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2cc[nH]c2)cc1,Partial Inhibitor,99.3
CHEMBL4514441,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2cccc3ccccc23)cc1,Partial Inhibitor,100.0
CHEMBL4465726,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2cccc(O)c2)cc1,Partial Inhibitor,100.0
CHEMBL4454999,Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,Full Inhibitor,4.48
CHEMBL4542058,CCOc1cc(/C=C2\S/C(=N/c3ccc(Cl)c(C(=O)O)c3)N(C)C2=O)cc(Cl)c1O,Full Inhibitor,7.97
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,1.7
CHEMBL1267,CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Partial Inhibitor,13.0
CHEMBL4636990,CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccccc1,Partial Inhibitor,14.0
CHEMBL4746217,Cc1cc(C(=O)O)nc(N2CCC(COc3ccccc3C(F)(F)F)C2)n1,Partial Inhibitor,100.0
CHEMBL4878798,Cc1ccc(S(=O)(=O)N[C@@H](CCC(=O)Nc2ccccc2)C(=O)O)cc1,Partial Inhibitor,140.0
CHEMBL4869272,COc1ccc(NC(=O)CC[C@H](NS(=O)(=O)c2ccc(C)cc2)C(=O)O)cc1,Partial Inhibitor,275.0
CHEMBL4852057,C/C(CC(=O)Nc1ccc(C)cc1C)=N\NC(=N)N,Partial Inhibitor,180.0
CHEMBL4866821,O=C(Nc1ccccc1C(=O)N/N=C/c1c(O)ccc2ccccc12)c1ccccc1Cl,Full Inhibitor,1.7
CHEMBL4862243,CC(=O)c1cc(C(C)=O)c(CC(=O)C(=O)Nc2cccc(C)c2C)cc1CC(=O)C(=O)Nc1cccc(C)c1C,Full Inhibitor,2.6
CHEMBL4850980,COc1ccc(O)c(/C=N/c2ccccc2NS(=O)(=O)c2ccc(C)cc2)c1,Full Inhibitor,2.3
CHEMBL4860371,O=C(OCc1cccc2ccc3cccc(COC(=O)c4ccccc4)c3c12)c1ccccc1,Full Inhibitor,5.4
CHEMBL476121,COc1c(OC)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,Full Inhibitor,5.4
CHEMBL226512,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,Full Inhibitor,2.5
CHEMBL4874261,COc1ccc(OC)c(NC(=O)c2cc3ccccc3cc2OC(=O)Nc2cc(Cl)ccc2OC)c1,Full Inhibitor,8.7
CHEMBL4851842,COc1ccccc1OC[C@H](O)CNc1ccc(Cl)cc1C(=O)c1ccccc1,Full Inhibitor,2.4
CHEMBL1990669,O=C1C=C(Nc2ccccc2C(=O)CC(=O)C(=O)Nc2ccc(Cl)c(Cl)c2)c2ccccc2C1=O,Full Inhibitor,2.8
CHEMBL4876358,CC(/C=N/Nc1ccc(S(=O)(=O)/N=C/C(C)=C/c2ccccc2)cc1)=C\c1ccccc1,Full Inhibitor,2.3
CHEMBL4876787,O=C(CCCC(=O)N/N=C/c1cccc2ccccc12)N/N=C/c1ccc2ccccc2c1,Full Inhibitor,2.1
CHEMBL4847026,CCN(CC)c1ccc(CN(CC(=O)c2ccc(Cl)c(Cl)c2)Cc2ccccc2)cc1,Full Inhibitor,4.5
CHEMBL4876041,O=C(CCCOc1ccc(Cl)cc1Cl)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Full Inhibitor,2.4
CHEMBL4864404,O=S(=O)(NCCSSCCNS(=O)(=O)c1cccc2cccnc12)c1cccc2cccnc12,Full Inhibitor,1.5
CHEMBL1529347,COc1cc(OC)c2c(=O)cc(-c3cccnc3)oc2c1,Full Inhibitor,1.1
CHEMBL1173451,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)-c1ccccc1C2,Full Inhibitor,3.5
CHEMBL4858300,O=C(CNC(=O)Nc1ccc(NC(=O)NCC(=O)Nc2ccc(C3=NCCN3)cc2)cc1)Nc1ccc(C2=NCCN2)cc1,Full Inhibitor,1.6
CHEMBL3594232,Cc1cc(C(=O)O)nc(N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)n1,Full Inhibitor,3.6
CHEMBL5090821,CS(=O)(=O)Nc1ccc(CNC(=O)c2ccc3c(ccn3Cc3cccc(F)c3)c2)c(C(F)(F)F)c1,Full Inhibitor,1.62
CHEMBL5075652,CS(=O)(=O)Cc1ccc(CNC(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(F)c3)c2)c(C(F)(F)F)c1,Full Inhibitor,0.84
CHEMBL5074383,Cc1cc2cc(C(=O)NCc3ccc(CS(=O)(=O)C4CC4)cc3C(F)(F)F)ccc2n1Cc1cccc(F)c1,Full Inhibitor,0.65
CHEMBL81248,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.014
CHEMBL82034,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.018000001
CHEMBL81208,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.128
CHEMBL264385,Cc1oc(C2CCCCC2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.015000001
CHEMBL77502,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.010000001
CHEMBL312717,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.16900001
CHEMBL82602,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.024
CHEMBL79426,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.29700002
CHEMBL82193,CCCCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,Full Inhibitor,2.2410002
CHEMBL412371,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.388
CHEMBL81592,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.49100003
CHEMBL78529,CCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,Full Inhibitor,0.29000002
CHEMBL81676,Cc1oc(-c2cccc(-c3ccccc3)c2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.071
CHEMBL309882,Cc1oc(C2CCCCC2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.051000003
CHEMBL320553,COc1ccc(CCc2c(-c3ccccc3)[nH]c3ccc(CC(=O)O)cc23)cc1,Full Inhibitor,0.05
CHEMBL149676,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C)cc2)c1=O,Full Inhibitor,4.9
CHEMBL344282,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(C)c2=O)cc1C,Full Inhibitor,1.7
CHEMBL278590,CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,Full Inhibitor,0.55
CHEMBL424133,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nc2O)cc1,Full Inhibitor,6.5000005
CHEMBL147086,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(CC(=O)O)c2=O)cc1,Full Inhibitor,7.9000006
CHEMBL345721,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O,Full Inhibitor,6.2000003
CHEMBL148774,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(CCO)c2=O)cc1,Full Inhibitor,6.1000004
CHEMBL148639,Cn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,Full Inhibitor,0.52000004
CHEMBL356170,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(C(C)c2ccccc2)c1=O,Full Inhibitor,6.1000004
CHEMBL149438,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(CC2CCCCC2)c1=O,Full Inhibitor,1.7
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,Full Inhibitor,0.46300003
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,1.2850001
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Inhibitor,0.54800004
CHEMBL294807,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OCC(=O)O)cc1,Partial Inhibitor,10.591001
CHEMBL59132,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1,Full Inhibitor,0.014
CHEMBL65458,Cc1oc(-c2ccc(Br)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Inhibitor,4.556
CHEMBL64972,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)C(=O)O)cc1,Full Inhibitor,3.1200001
CHEMBL66206,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Inhibitor,3.0170002
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.048
CHEMBL23874,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N/O)c1O,Full Inhibitor,0.048
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.14
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Full Inhibitor,0.56
CHEMBL279053,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,Full Inhibitor,0.11000001
CHEMBL278994,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,Full Inhibitor,0.094000004
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.21000001
CHEMBL23881,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(C)=O)c1O,Full Inhibitor,0.58000004
CHEMBL25710,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,Full Inhibitor,0.3
CHEMBL180504,COc1cc(C[C@H](OC)C(=O)O)ccc1OCCCOc1ccc(Oc2ccccc2)cc1,Full Inhibitor,0.013
CHEMBL181644,CO[C@@H](Cc1ccc(OCCCOc2ccc(C(=O)c3ccccc3)cc2)c(Cl)c1)C(=O)O,Full Inhibitor,0.0050000004
CHEMBL181656,CO[C@@H](Cc1ccc(C#CCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.013
CHEMBL182230,CO[C@@H](Cc1ccc(C#CCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.007
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.07
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Inhibitor,10.0
CHEMBL182884,CO[C@@H](Cc1ccc(OCCCOc2ccc(-c3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.021000002
CHEMBL181954,CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.034
CHEMBL363532,CO[C@@H](Cc1ccc(OCCCOc2ccc(C(=O)c3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.0050000004
CHEMBL360368,CCO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Full Inhibitor,0.044000003
CHEMBL192691,COc1ccc(-n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Inhibitor,0.001
CHEMBL373142,Cc1c(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1ccccn1,Full Inhibitor,0.46600002
CHEMBL370747,COc1ccc2nc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)ccc2c1,Full Inhibitor,0.135
CHEMBL365387,COc1ccc2ncc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)cc2c1,Full Inhibitor,0.029000001
CHEMBL192646,Cc1c(Oc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Full Inhibitor,0.033
CHEMBL370074,CCCc1c(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cccc1O[C@@H](C)C(=O)O,Full Inhibitor,0.64100003
CHEMBL363805,Cc1c(Oc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Full Inhibitor,0.0050000004
CHEMBL192919,Cc1c(Oc2cc(Cl)cc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Full Inhibitor,0.109000005
CHEMBL365315,CCCc1ccc(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cc1O[C@@H](C)C(=O)O,Full Inhibitor,0.020000001
CHEMBL371341,Cc1c(Oc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Full Inhibitor,0.001
CHEMBL179330,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Inhibitor,0.002
CHEMBL364894,COc1ccc2c(-n3c(C)c(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.002
CHEMBL191087,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OCC#N)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Inhibitor,0.042000003
CHEMBL372913,C#CCOc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1,Full Inhibitor,0.062000003
CHEMBL195367,CN1C(=O)SC(Cc2ccc(OCCN(C)c3ccccn3)cc2)C1=O,Partial Inhibitor,50.000004
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.25
CHEMBL66206,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Inhibitor,2.5700002
CHEMBL81592,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.49100003
CHEMBL82034,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.018000001
CHEMBL199225,CC(Cc1ccccc1)(Oc1ccc(Cl)cc1)C(=O)O,Full Inhibitor,3.9
CHEMBL206794,CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Full Inhibitor,0.98100007
CHEMBL204057,O=C(O)CCc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1,Full Inhibitor,6.4400005
CHEMBL1783064,CC(C)C1=CC(C)(C)Oc2cc(OCCCOc3ccc(CC(C)(C)C(=O)O)cc3)c(Cl)cc21,Full Inhibitor,1.845
CHEMBL202739,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCC(C)(C)CC3)cc2Cl)cc1)C(=O)O,Full Inhibitor,3.6100001
CHEMBL424685,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCCCC3)cc2Cl)cc1)C(=O)O,Full Inhibitor,1.8510001
CHEMBL206202,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(CC(F)(F)F)cc2Cl)cc1)C(=O)O,Full Inhibitor,6.0000005
CHEMBL205665,CC[C@@](C)(Cc1ccc(OCCCOc2ccccc2Cl)cc1)C(=O)O,Full Inhibitor,0.851
CHEMBL203621,CCC(C)(Cc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Full Inhibitor,1.24
CHEMBL383233,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1ccc(-c2cc(C(F)(F)F)on2)s1,Full Inhibitor,0.17500001
CHEMBL208472,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Full Inhibitor,0.022700002
CHEMBL378160,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,Full Inhibitor,0.512
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.19500001
CHEMBL427040,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)c(C)c2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,4.6000004
CHEMBL209563,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2C)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.46
CHEMBL207907,CCCc1c(OCCCn2ccc3cc(CCC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,Full Inhibitor,1.2
CHEMBL383728,CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,Full Inhibitor,1.9000001
CHEMBL207442,CCCc1c(OCCCN(C)c2cccc(CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,3.0000002
CHEMBL207103,CCCc1c(OCCCNc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.102000006
CHEMBL207019,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,2.9
CHEMBL210973,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.27
CHEMBL210768,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.28
CHEMBL213314,CCc1ccc(OCCCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.038000003
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.067
CHEMBL215701,CCc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,Full Inhibitor,0.019000001
CHEMBL215245,C[C@H](CCOc1ccc(CCC(=O)O)c(F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,Full Inhibitor,0.063
CHEMBL213361,C[C@H](CCOc1ccc(CCC(=O)O)c(C(F)(F)F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,Full Inhibitor,0.061000004
CHEMBL213315,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,Full Inhibitor,0.006
CHEMBL214921,Cc1cc(OCC[C@@H](C)Oc2ccc(OC(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,Full Inhibitor,0.006
CHEMBL214026,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,Full Inhibitor,0.015000001
CHEMBL377660,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Oc2ccccc2)c1,Full Inhibitor,0.006
CHEMBL212591,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Cc2ccccc2)c1,Full Inhibitor,0.059000004
CHEMBL212023,CCCC(CCOc1ccc(CCC(=O)O)c(C)c1)Oc1ccc(CC)cc1C(=O)c1ccccc1,Full Inhibitor,0.41700003
CHEMBL215127,CCc1ccc(OC(CC)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.018000001
CHEMBL215126,CCc1ccc(O[C@@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,1.13
CHEMBL212911,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.0050000004
CHEMBL378068,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.012
CHEMBL215582,CCc1ccc(OC(C)CCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.006
CHEMBL376627,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccccc3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Full Inhibitor,0.003
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.09
CHEMBL374657,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(O)ccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.54
CHEMBL385585,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(OCc3ccccc3)ccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.77000004
CHEMBL218230,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(Cl)ccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.33
CHEMBL218841,CC(C)(C)c1ccc(Cn2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc3ccccc32)cc1,Full Inhibitor,0.33
CHEMBL374705,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cc(Cl)ccc1Cl,Full Inhibitor,0.38000003
CHEMBL218840,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1ccccc1,Full Inhibitor,0.28
CHEMBL218789,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(OCc2ccccc2)c1,Full Inhibitor,0.05
CHEMBL218122,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1ccc(C(F)(F)F)cc1,Full Inhibitor,0.4
CHEMBL376051,CCn1c(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc2ccccc21,Full Inhibitor,2.44
CHEMBL435317,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1C(=O)c1cccc(C(F)(F)F)c1,Full Inhibitor,9.400001
CHEMBL222165,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(OC(F)(F)F)c1,Full Inhibitor,0.09
CHEMBL436337,COc1cccc(Cn2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc3ccccc32)c1,Full Inhibitor,0.14
CHEMBL374363,O=C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc2ccccc2n1Cc1ccc(C(F)(F)F)cc1,Full Inhibitor,0.70000005
CHEMBL386504,CS(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.68
CHEMBL447538,O=C(NS(=O)(=O)c1ccc(Cl)s1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Full Inhibitor,0.080000006
